Created as New Dataset;Amostra 415 por Laboratório data terça-feira, setembro 24 2024
cm-1;%T
4000,00;9,49
3998,07;9,51
3996,14;9,53
3994,21;9,55
3992,28;9,57
3990,35;9,60
3988,42;9,63
3986,49;9,66
3984,56;9,69
3982,63;9,72
3980,70;9,75
3978,77;9,78
3976,84;9,80
3974,91;9,82
3972,98;9,84
3971,05;9,86
3969,12;9,88
3967,19;9,90
3965,26;9,91
3963,33;9,92
3961,40;9,93
3959,47;9,94
3957,54;9,95
3955,61;9,96
3953,68;9,97
3951,75;9,98
3949,82;9,99
3947,89;9,99
3945,96;10,00
3944,03;10,00
3942,10;10,01
3940,17;10,02
3938,24;10,03
3936,31;10,03
3934,38;10,03
3932,45;10,03
3930,52;10,04
3928,59;10,04
3926,66;10,05
3924,73;10,05
3922,80;10,06
3920,87;10,06
3918,94;10,06
3917,01;10,07
3915,08;10,08
3913,15;10,09
3911,22;10,10
3909,29;10,10
3907,36;10,09
3905,43;10,08
3903,50;10,07
3901,57;10,06
3899,64;10,08
3897,71;10,10
3895,78;10,12
3893,85;10,12
3891,92;10,13
3889,99;10,13
3888,06;10,12
3886,13;10,13
3884,20;10,13
3882,27;10,13
3880,34;10,14
3878,41;10,15
3876,48;10,16
3874,55;10,16
3872,62;10,15
3870,69;10,15
3868,76;10,15
3866,83;10,15
3864,90;10,17
3862,97;10,17
3861,04;10,18
3859,11;10,18
3857,18;10,16
3855,25;10,15
3853,32;10,14
3851,39;10,14
3849,46;10,17
3847,53;10,19
3845,60;10,19
3843,67;10,18
3841,74;10,16
3839,81;10,15
3837,88;10,14
3835,95;10,14
3834,02;10,15
3832,09;10,16
3830,16;10,16
3828,23;10,16
3826,30;10,15
3824,37;10,13
3822,44;10,13
3820,51;10,12
3818,58;10,11
3816,65;10,12
3814,72;10,13
3812,79;10,14
3810,86;10,14
3808,93;10,14
3807,00;10,13
3805,07;10,11
3803,14;10,11
3801,21;10,11
3799,28;10,10
3797,35;10,11
3795,42;10,12
3793,49;10,11
3791,56;10,11
3789,63;10,10
3787,70;10,09
3785,77;10,08
3783,84;10,07
3781,91;10,05
3779,98;10,04
3778,05;10,04
3776,12;10,03
3774,19;10,02
3772,26;10,00
3770,33;9,99
3768,40;9,97
3766,47;9,95
3764,54;9,94
3762,61;9,92
3760,68;9,90
3758,75;9,88
3756,82;9,85
3754,89;9,82
3752,96;9,79
3751,03;9,75
3749,10;9,72
3747,17;9,68
3745,24;9,67
3743,31;9,63
3741,38;9,61
3739,45;9,58
3737,52;9,54
3735,59;9,49
3733,66;9,46
3731,73;9,43
3729,80;9,40
3727,87;9,36
3725,94;9,31
3724,01;9,26
3722,08;9,20
3720,15;9,15
3718,22;9,09
3716,29;9,02
3714,36;8,95
3712,43;8,86
3710,50;8,76
3708,57;8,67
3706,64;8,58
3704,71;8,49
3702,78;8,37
3700,85;8,25
3698,92;8,12
3696,99;7,98
3695,06;7,84
3693,13;7,69
3691,20;7,53
3689,27;7,35
3687,34;7,16
3685,41;7,00
3683,48;6,84
3681,55;6,66
3679,62;6,47
3677,69;6,27
3675,76;6,05
3673,83;5,82
3671,90;5,63
3669,97;5,42
3668,04;5,20
3666,11;5,00
3664,18;4,81
3662,25;4,61
3660,32;4,41
3658,39;4,23
3656,46;4,04
3654,53;3,85
3652,60;3,68
3650,67;3,51
3648,74;3,33
3646,81;3,16
3644,88;3,03
3642,95;2,90
3641,02;2,78
3639,09;2,66
3637,16;2,55
3635,23;2,44
3633,30;2,34
3631,37;2,25
3629,44;2,15
3627,51;2,05
3625,58;1,96
3623,65;1,88
3621,72;1,81
3619,79;1,73
3617,86;1,66
3615,93;1,59
3614,00;1,53
3612,07;1,46
3610,14;1,41
3608,21;1,35
3606,28;1,29
3604,35;1,24
3602,42;1,19
3600,49;1,14
3598,56;1,10
3596,63;1,06
3594,70;1,02
3592,77;0,98
3590,84;0,94
3588,91;0,90
3586,98;0,85
3585,05;0,81
3583,12;0,78
3581,19;0,75
3579,26;0,72
3577,33;0,69
3575,40;0,66
3573,47;0,63
3571,54;0,61
3569,61;0,58
3567,68;0,56
3565,75;0,53
3563,82;0,50
3561,89;0,48
3559,96;0,46
3558,03;0,44
3556,10;0,42
3554,17;0,40
3552,24;0,39
3550,31;0,37
3548,38;0,35
3546,45;0,33
3544,52;0,31
3542,59;0,30
3540,66;0,29
3538,73;0,28
3536,80;0,27
3534,87;0,26
3532,94;0,25
3531,01;0,24
3529,08;0,23
3527,15;0,22
3525,22;0,21
3523,29;0,20
3521,36;0,20
3519,43;0,19
3517,50;0,18
3515,57;0,17
3513,64;0,16
3511,71;0,16
3509,78;0,15
3507,85;0,15
3505,92;0,14
3503,99;0,13
3502,06;0,12
3500,13;0,12
3498,20;0,11
3496,27;0,11
3494,34;0,10
3492,41;0,10
3490,48;0,10
3488,55;0,10
3486,62;0,09
3484,69;0,09
3482,76;0,09
3480,83;0,08
3478,90;0,08
3476,97;0,08
3475,04;0,08
3473,11;0,08
3471,18;0,07
3469,25;0,07
3467,32;0,07
3465,39;0,07
3463,46;0,07
3461,53;0,07
3459,60;0,07
3457,67;0,07
3455,74;0,07
3453,81;0,07
3451,88;0,07
3449,95;0,06
3448,02;0,07
3446,09;0,06
3444,16;0,06
3442,23;0,06
3440,30;0,06
3438,37;0,05
3436,44;0,05
3434,51;0,05
3432,58;0,05
3430,65;0,05
3428,72;0,05
3426,79;0,05
3424,86;0,05
3422,93;0,05
3421,00;0,05
3419,07;0,05
3417,14;0,05
3415,21;0,05
3413,28;0,04
3411,35;0,04
3409,42;0,04
3407,49;0,04
3405,56;0,04
3403,63;0,04
3401,70;0,04
3399,77;0,04
3397,84;0,04
3395,91;0,04
3393,98;0,04
3392,05;0,04
3390,12;0,04
3388,19;0,05
3386,26;0,05
3384,33;0,05
3382,40;0,05
3380,47;0,05
3378,54;0,05
3376,61;0,05
3374,68;0,05
3372,75;0,05
3370,82;0,04
3368,89;0,04
3366,96;0,05
3365,03;0,05
3363,10;0,05
3361,17;0,05
3359,24;0,05
3357,31;0,05
3355,38;0,06
3353,45;0,06
3351,52;0,06
3349,59;0,06
3347,66;0,06
3345,73;0,06
3343,80;0,06
3341,87;0,06
3339,94;0,06
3338,01;0,06
3336,08;0,07
3334,15;0,07
3332,22;0,07
3330,29;0,07
3328,36;0,07
3326,43;0,07
3324,50;0,08
3322,57;0,08
3320,64;0,08
3318,71;0,08
3316,78;0,08
3314,85;0,09
3312,92;0,09
3310,99;0,09
3309,06;0,09
3307,13;0,09
3305,20;0,09
3303,27;0,10
3301,34;0,10
3299,41;0,11
3297,48;0,11
3295,55;0,11
3293,62;0,11
3291,69;0,11
3289,76;0,12
3287,83;0,12
