Created as New Dataset;Amostra 401 por Laboratório data segunda-feira, setembro 23 2024
cm-1;%T
4000,00;15,53
3998,07;15,56
3996,14;15,59
3994,21;15,63
3992,28;15,67
3990,35;15,72
3988,42;15,77
3986,49;15,81
3984,56;15,86
3982,63;15,91
3980,70;15,96
3978,77;16,00
3976,84;16,04
3974,91;16,08
3972,98;16,11
3971,05;16,14
3969,12;16,16
3967,19;16,19
3965,26;16,21
3963,33;16,23
3961,40;16,25
3959,47;16,27
3957,54;16,28
3955,61;16,30
3953,68;16,31
3951,75;16,33
3949,82;16,35
3947,89;16,36
3945,96;16,37
3944,03;16,38
3942,10;16,39
3940,17;16,40
3938,24;16,41
3936,31;16,41
3934,38;16,42
3932,45;16,43
3930,52;16,43
3928,59;16,44
3926,66;16,45
3924,73;16,45
3922,80;16,46
3920,87;16,47
3918,94;16,48
3917,01;16,49
3915,08;16,49
3913,15;16,49
3911,22;16,50
3909,29;16,50
3907,36;16,51
3905,43;16,52
3903,50;16,55
3901,57;16,58
3899,64;16,59
3897,71;16,59
3895,78;16,59
3893,85;16,59
3891,92;16,59
3889,99;16,60
3888,06;16,61
3886,13;16,62
3884,20;16,63
3882,27;16,64
3880,34;16,65
3878,41;16,65
3876,48;16,66
3874,55;16,66
3872,62;16,67
3870,69;16,69
3868,76;16,71
3866,83;16,71
3864,90;16,72
3862,97;16,72
3861,04;16,73
3859,11;16,72
3857,18;16,72
3855,25;16,72
3853,32;16,74
3851,39;16,76
3849,46;16,76
3847,53;16,75
3845,60;16,73
3843,67;16,72
3841,74;16,73
3839,81;16,73
3837,88;16,74
3835,95;16,75
3834,02;16,75
3832,09;16,74
3830,16;16,73
3828,23;16,71
3826,30;16,70
3824,37;16,70
3822,44;16,70
3820,51;16,71
3818,58;16,72
3816,65;16,73
3814,72;16,73
3812,79;16,72
3810,86;16,71
3808,93;16,71
3807,00;16,72
3805,07;16,73
3803,14;16,74
3801,21;16,75
3799,28;16,75
3797,35;16,75
3795,42;16,73
3793,49;16,72
3791,56;16,70
3789,63;16,68
3787,70;16,67
3785,77;16,66
3783,84;16,66
3781,91;16,66
3779,98;16,66
3778,05;16,66
3776,12;16,65
3774,19;16,64
3772,26;16,63
3770,33;16,63
3768,40;16,62
3766,47;16,61
3764,54;16,59
3762,61;16,58
3760,68;16,56
3758,75;16,54
3756,82;16,53
3754,89;16,51
3752,96;16,50
3751,03;16,49
3749,10;16,49
3747,17;16,47
3745,24;16,44
3743,31;16,41
3741,38;16,36
3739,45;16,32
3737,52;16,28
3735,59;16,24
3733,66;16,20
3731,73;16,15
3729,80;16,09
3727,87;16,03
3725,94;15,96
3724,01;15,90
3722,08;15,84
3720,15;15,77
3718,22;15,70
3716,29;15,62
3714,36;15,54
3712,43;15,46
3710,50;15,36
3708,57;15,25
3706,64;15,13
3704,71;15,00
3702,78;14,86
3700,85;14,71
3698,92;14,55
3696,99;14,39
3695,06;14,22
3693,13;14,05
3691,20;13,87
3689,27;13,67
3687,34;13,45
3685,41;13,24
3683,48;13,02
3681,55;12,78
3679,62;12,55
3677,69;12,31
3675,76;12,03
3673,83;11,76
3671,90;11,49
3669,97;11,19
3668,04;10,88
3666,11;10,57
3664,18;10,27
3662,25;9,97
3660,32;9,67
3658,39;9,38
3656,46;9,08
3654,53;8,79
3652,60;8,52
3650,67;8,24
3648,74;7,95
3646,81;7,66
3644,88;7,40
3642,95;7,16
3641,02;6,92
3639,09;6,70
3637,16;6,50
3635,23;6,30
3633,30;6,12
3631,37;5,95
3629,44;5,77
3627,51;5,57
3625,58;5,39
3623,65;5,23
3621,72;5,07
3619,79;4,92
3617,86;4,76
3615,93;4,62
3614,00;4,48
3612,07;4,34
3610,14;4,21
3608,21;4,08
3606,28;3,95
3604,35;3,83
3602,42;3,72
3600,49;3,61
3598,56;3,51
3596,63;3,42
3594,70;3,32
3592,77;3,22
3590,84;3,13
3588,91;3,04
3586,98;2,93
3585,05;2,84
3583,12;2,75
3581,19;2,66
3579,26;2,58
3577,33;2,49
3575,40;2,41
3573,47;2,33
3571,54;2,26
3569,61;2,18
3567,68;2,11
3565,75;2,04
3563,82;1,97
3561,89;1,90
3559,96;1,84
3558,03;1,78
3556,10;1,72
3554,17;1,66
3552,24;1,60
3550,31;1,55
3548,38;1,50
3546,45;1,44
3544,52;1,39
3542,59;1,35
3540,66;1,31
3538,73;1,27
3536,80;1,22
3534,87;1,19
3532,94;1,15
3531,01;1,12
3529,08;1,08
3527,15;1,05
3525,22;1,01
3523,29;0,98
3521,36;0,95
3519,43;0,92
3517,50;0,90
3515,57;0,87
3513,64;0,84
3511,71;0,82
3509,78;0,79
3507,85;0,77
3505,92;0,74
3503,99;0,72
3502,06;0,69
3500,13;0,67
3498,20;0,65
3496,27;0,63
3494,34;0,62
3492,41;0,60
3490,48;0,58
3488,55;0,57
3486,62;0,55
3484,69;0,54
3482,76;0,53
3480,83;0,51
3478,90;0,50
3476,97;0,49
3475,04;0,48
3473,11;0,47
3471,18;0,46
3469,25;0,44
3467,32;0,44
3465,39;0,43
3463,46;0,43
3461,53;0,42
3459,60;0,41
3457,67;0,41
3455,74;0,40
3453,81;0,39
3451,88;0,39
3449,95;0,38
3448,02;0,38
3446,09;0,37
3444,16;0,37
3442,23;0,36
3440,30;0,35
3438,37;0,35
3436,44;0,34
3434,51;0,33
3432,58;0,33
3430,65;0,33
3428,72;0,33
3426,79;0,33
3424,86;0,33
3422,93;0,32
3421,00;0,32
3419,07;0,32
3417,14;0,32
3415,21;0,31
3413,28;0,31
3411,35;0,31
3409,42;0,31
3407,49;0,31
3405,56;0,31
3403,63;0,31
3401,70;0,30
3399,77;0,31
3397,84;0,31
3395,91;0,32
3393,98;0,32
3392,05;0,32
3390,12;0,32
3388,19;0,33
3386,26;0,34
3384,33;0,34
3382,40;0,34
3380,47;0,35
3378,54;0,35
3376,61;0,36
3374,68;0,36
3372,75;0,37
3370,82;0,37
3368,89;0,37
3366,96;0,38
3365,03;0,39
3363,10;0,40
3361,17;0,40
3359,24;0,41
3357,31;0,42
3355,38;0,43
3353,45;0,43
3351,52;0,44
3349,59;0,45
3347,66;0,46
3345,73;0,47
3343,80;0,48
3341,87;0,49
3339,94;0,50
3338,01;0,51
3336,08;0,52
3334,15;0,53
3332,22;0,55
3330,29;0,56
3328,36;0,57
3326,43;0,58
3324,50;0,59
3322,57;0,60
3320,64;0,62
3318,71;0,63
3316,78;0,64
3314,85;0,66
3312,92;0,67
3310,99;0,68
3309,06;0,69
3307,13;0,70
3305,20;0,71
3303,27;0,73
3301,34;0,75
3299,41;0,76
3297,48;0,77
3295,55;0,78
3293,62;0,80
3291,69;0,81
3289,76;0,83
3287,83;0,84
3285,90;0,86
3283,97;0,87
3282,04;0,89
3280,11;0,90
3278,18;0,92
3276,25;0,93
3274,32;0,95
3272,39;0,96
3270,46;0,98
3268,53;1,00
3266,60;1,02
3264,67;1,04
3262,74;1,05
3260,81;1,07
3258,88;1,09
3256,95;1,11
3255,02;1,13
3253,09;1,16
3251,16;1,18
3249,23;1,20
3247,30;1,23
3245,37;1,25
3243,44;1,28
3241,51;1,31
3239,58;1,33
3237,65;1,36
3235,72;1,39
3233,79;1,42
3231,86;1,45
3229,93;1,49
3228,00;1,52
3226,07;1,55
3224,14;1,59
3222,21;1,62
3220,28;1,66
3218,35;1,70
3216,42;1,74
3214,49;1,77
3212,56;1,81
3210,63;1,86
3208,70;1,90
3206,77;1,94
3204,84;1,99
3202,91;2,04
3200,98;2,08
3199,05;2,13
3197,12;2,18
3195,19;2,24
3193,26;2,29
3191,33;2,35
3189,40;2,41
3187,47;2,47
3185,54;2,53
3183,61;2,60
3181,68;2,66
3179,75;2,74
3177,82;2,81
3175,89;2,89
3173,96;2,97
3172,03;3,05
3170,10;3,13
3168,17;3,21
3166,24;3,30
3164,31;3,39
3162,38;3,48
3160,45;3,58
3158,52;3,67
3156,59;3,77
3154,66;3,87
3152,73;3,97
3150,80;4,08
3148,87;4,18
3146,94;4,29
3145,01;4,40
3143,08;4,51
3141,15;4,62
3139,22;4,73
3137,29;4,84
3135,36;4,96
3133,43;5,07
3131,50;5,18
3129,57;5,29
3127,64;5,41
3125,71;5,52
3123,78;5,63
3121,85;5,74
3119,92;5,85
3117,99;5,96
3116,06;6,07
