Created as New Dataset;Amostra 397 por Laboratório data segunda-feira, setembro 23 2024
cm-1;%T
4000,00;16,08
3998,07;16,10
3996,14;16,12
3994,21;16,15
3992,28;16,18
3990,35;16,22
3988,42;16,25
3986,49;16,29
3984,56;16,32
3982,63;16,36
3980,70;16,39
3978,77;16,42
3976,84;16,45
3974,91;16,48
3972,98;16,50
3971,05;16,53
3969,12;16,55
3967,19;16,56
3965,26;16,58
3963,33;16,60
3961,40;16,62
3959,47;16,63
3957,54;16,64
3955,61;16,65
3953,68;16,66
3951,75;16,67
3949,82;16,68
3947,89;16,69
3945,96;16,70
3944,03;16,71
3942,10;16,71
3940,17;16,71
3938,24;16,71
3936,31;16,72
3934,38;16,73
3932,45;16,74
3930,52;16,75
3928,59;16,75
3926,66;16,75
3924,73;16,76
3922,80;16,76
3920,87;16,76
3918,94;16,77
3917,01;16,77
3915,08;16,76
3913,15;16,76
3911,22;16,75
3909,29;16,75
3907,36;16,76
3905,43;16,77
3903,50;16,79
3901,57;16,80
3899,64;16,80
3897,71;16,79
3895,78;16,78
3893,85;16,78
3891,92;16,77
3889,99;16,77
3888,06;16,78
3886,13;16,79
3884,20;16,79
3882,27;16,79
3880,34;16,79
3878,41;16,78
3876,48;16,78
3874,55;16,78
3872,62;16,78
3870,69;16,79
3868,76;16,79
3866,83;16,79
3864,90;16,80
3862,97;16,79
3861,04;16,77
3859,11;16,76
3857,18;16,75
3855,25;16,76
3853,32;16,77
3851,39;16,78
3849,46;16,77
3847,53;16,75
3845,60;16,72
3843,67;16,71
3841,74;16,71
3839,81;16,71
3837,88;16,71
3835,95;16,70
3834,02;16,69
3832,09;16,68
3830,16;16,66
3828,23;16,64
3826,30;16,62
3824,37;16,62
3822,44;16,62
3820,51;16,62
3818,58;16,62
3816,65;16,62
3814,72;16,61
3812,79;16,59
3810,86;16,58
3808,93;16,57
3807,00;16,57
3805,07;16,57
3803,14;16,58
3801,21;16,57
3799,28;16,57
3797,35;16,55
3795,42;16,53
3793,49;16,51
3791,56;16,48
3789,63;16,46
3787,70;16,45
3785,77;16,44
3783,84;16,43
3781,91;16,42
3779,98;16,41
3778,05;16,40
3776,12;16,39
3774,19;16,38
3772,26;16,37
3770,33;16,36
3768,40;16,35
3766,47;16,34
3764,54;16,32
3762,61;16,30
3760,68;16,28
3758,75;16,26
3756,82;16,25
3754,89;16,23
3752,96;16,23
3751,03;16,23
3749,10;16,22
3747,17;16,21
3745,24;16,19
3743,31;16,15
3741,38;16,11
3739,45;16,07
3737,52;16,04
3735,59;16,01
3733,66;15,97
3731,73;15,93
3729,80;15,88
3727,87;15,84
3725,94;15,79
3724,01;15,74
3722,08;15,70
3720,15;15,66
3718,22;15,61
3716,29;15,56
3714,36;15,51
3712,43;15,45
3710,50;15,39
3708,57;15,32
3706,64;15,24
3704,71;15,15
3702,78;15,05
3700,85;14,94
3698,92;14,83
3696,99;14,70
3695,06;14,58
3693,13;14,47
3691,20;14,36
3689,27;14,27
3687,34;14,20
3685,41;14,13
3683,48;14,04
3681,55;13,94
3679,62;13,85
3677,69;13,76
3675,76;13,67
3673,83;13,58
3671,90;13,49
3669,97;13,37
3668,04;13,23
3666,11;13,09
3664,18;12,95
3662,25;12,79
3660,32;12,63
3658,39;12,47
3656,46;12,30
3654,53;12,12
3652,60;11,94
3650,67;11,76
3648,74;11,59
3646,81;11,44
3644,88;11,30
3642,95;11,17
3641,02;11,05
3639,09;10,95
3637,16;10,87
3635,23;10,80
3633,30;10,74
3631,37;10,69
3629,44;10,63
3627,51;10,56
3625,58;10,48
3623,65;10,39
3621,72;10,29
3619,79;10,19
3617,86;10,10
3615,93;10,01
3614,00;9,92
3612,07;9,82
3610,14;9,73
3608,21;9,64
3606,28;9,55
3604,35;9,47
3602,42;9,40
3600,49;9,33
3598,56;9,27
3596,63;9,20
3594,70;9,14
3592,77;9,07
3590,84;8,99
3588,91;8,91
3586,98;8,82
3585,05;8,73
3583,12;8,64
3581,19;8,54
3579,26;8,44
3577,33;8,34
3575,40;8,25
3573,47;8,15
3571,54;8,06
3569,61;7,98
3567,68;7,89
3565,75;7,80
3563,82;7,72
3561,89;7,63
3559,96;7,54
3558,03;7,46
3556,10;7,37
3554,17;7,29
3552,24;7,21
3550,31;7,13
3548,38;7,06
3546,45;6,98
3544,52;6,90
3542,59;6,83
3540,66;6,76
3538,73;6,69
3536,80;6,62
3534,87;6,56
3532,94;6,50
3531,01;6,44
3529,08;6,39
3527,15;6,35
3525,22;6,31
3523,29;6,26
3521,36;6,23
3519,43;6,19
3517,50;6,16
3515,57;6,13
3513,64;6,10
3511,71;6,08
3509,78;6,05
3507,85;6,02
3505,92;6,00
3503,99;5,97
3502,06;5,95
3500,13;5,92
3498,20;5,89
3496,27;5,85
3494,34;5,82
3492,41;5,78
3490,48;5,74
3488,55;5,70
3486,62;5,65
3484,69;5,60
3482,76;5,55
3480,83;5,50
3478,90;5,46
3476,97;5,41
3475,04;5,37
3473,11;5,34
3471,18;5,32
3469,25;5,30
3467,32;5,29
3465,39;5,29
3463,46;5,29
3461,53;5,30
3459,60;5,31
3457,67;5,32
3455,74;5,33
3453,81;5,34
3451,88;5,35
3449,95;5,36
3448,02;5,37
3446,09;5,38
3444,16;5,39
3442,23;5,40
3440,30;5,40
3438,37;5,41
3436,44;5,41
3434,51;5,42
3432,58;5,43
3430,65;5,43
3428,72;5,44
3426,79;5,45
3424,86;5,46
3422,93;5,47
3421,00;5,48
3419,07;5,49
3417,14;5,51
3415,21;5,52
3413,28;5,53
3411,35;5,54
3409,42;5,56
3407,49;5,57
3405,56;5,59
3403,63;5,60
3401,70;5,62
3399,77;5,64
3397,84;5,67
3395,91;5,69
3393,98;5,71
3392,05;5,74
3390,12;5,77
3388,19;5,80
3386,26;5,83
3384,33;5,87
3382,40;5,90
3380,47;5,94
3378,54;5,98
3376,61;6,02
3374,68;6,06
3372,75;6,10
3370,82;6,14
3368,89;6,19
3366,96;6,24
3365,03;6,29
3363,10;6,34
3361,17;6,39
3359,24;6,44
3357,31;6,49
3355,38;6,55
3353,45;6,60
3351,52;6,65
3349,59;6,71
3347,66;6,77
3345,73;6,83
3343,80;6,88
3341,87;6,94
3339,94;7,00
3338,01;7,06
3336,08;7,12
3334,15;7,18
3332,22;7,24
3330,29;7,30
3328,36;7,35
3326,43;7,41
3324,50;7,47
3322,57;7,53
3320,64;7,59
3318,71;7,65
3316,78;7,70
3314,85;7,76
3312,92;7,81
3310,99;7,86
3309,06;7,92
3307,13;7,97
3305,20;8,02
3303,27;8,07
3301,34;8,12
3299,41;8,17
3297,48;8,22
3295,55;8,27
3293,62;8,32
3291,69;8,37
3289,76;8,41
3287,83;8,46
3285,90;8,51
3283,97;8,56
3282,04;8,61
3280,11;8,66
3278,18;8,70
3276,25;8,75
3274,32;8,80
3272,39;8,84
3270,46;8,89
3268,53;8,94
3266,60;8,98
3264,67;9,03
3262,74;9,08
3260,81;9,12
3258,88;9,17
3256,95;9,21
3255,02;9,26
3253,09;9,31
3251,16;9,35
3249,23;9,40
3247,30;9,45
3245,37;9,50
3243,44;9,54
3241,51;9,59
3239,58;9,64
3237,65;9,69
3235,72;9,74
3233,79;9,78
3231,86;9,83
3229,93;9,88
3228,00;9,93
3226,07;9,98
3224,14;10,02
3222,21;10,07
3220,28;10,11
3218,35;10,16
3216,42;10,20
3214,49;10,24
3212,56;10,28
3210,63;10,33
3208,70;10,37
3206,77;10,41
3204,84;10,46
3202,91;10,50
3200,98;10,55
3199,05;10,60
3197,12;10,65
3195,19;10,71
3193,26;10,77
3191,33;10,84
3189,40;10,91
3187,47;10,99
3185,54;11,07
3183,61;11,16
3181,68;11,25
3179,75;11,34
3177,82;11,44
3175,89;11,54
3173,96;11,65
3172,03;11,75
3170,10;11,87
3168,17;11,98
3166,24;12,10
3164,31;12,22
3162,38;12,34
3160,45;12,47
3158,52;12,59
3156,59;12,72
3154,66;12,85
3152,73;12,98
3150,80;13,11
3148,87;13,24
3146,94;13,38
3145,01;13,51
3143,08;13,64
3141,15;13,77
3139,22;13,90
3137,29;14,03
3135,36;14,15
3133,43;14,28
3131,50;14,40
3129,57;14,52
3127,64;14,64
3125,71;14,76
3123,78;14,87
3121,85;14,97
3119,92;15,07
3117,99;15,17
3116,06;15,27
3114,13;15,37
3112,20;15,45
3110,27;15,53
3108,34;15,60
3106,41;15,66
3104,48;15,72
3102,55;15,78
3100,62;15,83
3098,69;15,88
3096,76;15,92
3094,83;15,94
3092,90;15,96
3090,97;15,95
3089,04;15,94
3087,11;15,91
3085,18;15,86
3083,25;15,80
3081,32;15,72
3079,39;15,61
3077,46;15,49
3075,53;15,35
3073,60;15,20
3071,67;15,05
3069,74;14,90
3067,81;14,77
3065,88;14,64
3063,95;14,53
3062,02;14,44
3060,09;14,36
3058,16;14,28
3056,23;14,19
3054,30;14,08
3052,37;13,95
3050,44;13,79
3048,51;13,61
3046,58;13,41
3044,65;13,18
3042,72;12,94
3040,79;12,66
3038,86;12,36
3036,93;12,02
3035,00;11,64
3033,07;11,20
3031,14;10,71
3029,21;10,16
3027,28;9,55
3025,35;8,87
3023,42;8,12
3021,49;7,30
3019,56;6,42
3017,63;5,51
3015,70;4,63
3013,77;3,84
3011,84;3,18
3009,91;2,68
3007,98;2,31
3006,05;2,06
3004,12;1,90
3002,19;1,80
3000,26;1,70
2998,33;1,59
2996,40;1,45
2994,47;1,25
2992,54;1,03
2990,61;0,81
2988,68;0,60
2986,75;0,42
2984,82;0,27
2982,89;0,16
2980,96;0,09
2979,03;0,05
2977,10;0,03
2975,17;0,02
2973,24;0,02
2971,31;0,02
2969,38;0,02
2967,45;0,01
2965,52;0,01
2963,59;0,01
2961,66;0,01
2959,73;0,01
2957,80;0,01
2955,87;0,01
2953,94;0,01
2952,01;0,01
2950,08;0,00
2948,15;0,01
2946,22;0,00
2944,29;0,00
2942,36;0,00
2940,43;0,00
2938,50;0,00
2936,57;0,00
2934,64;0,00
2932,71;0,00
2930,78;0,00
2928,85;0,00
2926,92;0,01
2924,99;0,01
2923,06;0,00
2921,13;0,00
2919,20;0,00
2917,27;0,00
2915,34;0,00
2913,41;0,00
2911,48;0,00
2909,55;0,00
2907,62;0,00
2905,69;0,00
2903,76;0,00
2901,83;0,00
2899,90;0,00
2897,97;0,00
2896,04;0,00
2894,11;0,00
2892,18;0,00
2890,25;0,00
2888,32;0,00
2886,39;0,00
2884,46;0,00
2882,53;0,00
2880,60;0,00
2878,67;0,00
2876,74;0,00
2874,81;0,00
2872,88;0,00
2870,95;0,01
2869,02;0,01
2867,09;0,01
2865,16;0,01
2863,23;0,01
2861,30;0,01
2859,37;0,01
2857,44;0,01
2855,51;0,01
2853,58;0,01
2851,65;0,01
2849,72;0,01
2847,79;0,01
2845,86;0,01
2843,93;0,01
2842,00;0,01
2840,07;0,01
2838,14;0,02
2836,21;0,03
2834,28;0,07
2832,35;0,15
2830,42;0,28
2828,49;0,46
2826,56;0,71
2824,63;1,01
2822,70;1,35
2820,77;1,73
2818,84;2,14
2816,91;2,59
2814,98;3,07
2813,05;3,58
2811,12;4,10
2809,19;4,65
2807,26;5,22
2805,33;5,80
2803,40;6,39
2801,47;6,98
2799,54;7,57
2797,61;8,16
2795,68;8,76
2793,75;9,36
2791,82;9,96
2789,89;10,57
2787,96;11,20
