Created as New Dataset;Amostra 397 por Laboratório data segunda-feira, setembro 23 2024
cm-1;%T
4000,00;22,47
3998,07;22,52
3996,14;22,57
3994,21;22,62
3992,28;22,68
3990,35;22,75
3988,42;22,81
3986,49;22,88
3984,56;22,95
3982,63;23,02
3980,70;23,08
3978,77;23,14
3976,84;23,20
3974,91;23,25
3972,98;23,30
3971,05;23,34
3969,12;23,38
3967,19;23,41
3965,26;23,45
3963,33;23,48
3961,40;23,51
3959,47;23,54
3957,54;23,56
3955,61;23,58
3953,68;23,61
3951,75;23,63
3949,82;23,66
3947,89;23,68
3945,96;23,70
3944,03;23,72
3942,10;23,73
3940,17;23,74
3938,24;23,75
3936,31;23,76
3934,38;23,78
3932,45;23,80
3930,52;23,81
3928,59;23,82
3926,66;23,83
3924,73;23,84
3922,80;23,85
3920,87;23,87
3918,94;23,89
3917,01;23,90
3915,08;23,91
3913,15;23,91
3911,22;23,92
3909,29;23,93
3907,36;23,94
3905,43;23,97
3903,50;24,00
3901,57;24,04
3899,64;24,06
3897,71;24,07
3895,78;24,07
3893,85;24,08
3891,92;24,08
3889,99;24,10
3888,06;24,12
3886,13;24,14
3884,20;24,16
3882,27;24,18
3880,34;24,20
3878,41;24,20
3876,48;24,22
3874,55;24,24
3872,62;24,26
3870,69;24,29
3868,76;24,31
3866,83;24,34
3864,90;24,36
3862,97;24,37
3861,04;24,38
3859,11;24,38
3857,18;24,38
3855,25;24,39
3853,32;24,44
3851,39;24,48
3849,46;24,49
3847,53;24,48
3845,60;24,47
3843,67;24,47
3841,74;24,49
3839,81;24,51
3837,88;24,54
3835,95;24,55
3834,02;24,56
3832,09;24,57
3830,16;24,57
3828,23;24,57
3826,30;24,57
3824,37;24,58
3822,44;24,61
3820,51;24,62
3818,58;24,66
3816,65;24,70
3814,72;24,70
3812,79;24,71
3810,86;24,72
3808,93;24,74
3807,00;24,77
3805,07;24,80
3803,14;24,85
3801,21;24,87
3799,28;24,89
3797,35;24,91
3795,42;24,91
3793,49;24,91
3791,56;24,91
3789,63;24,91
3787,70;24,92
3785,77;24,94
3783,84;24,96
3781,91;24,99
3779,98;25,02
3778,05;25,04
3776,12;25,06
3774,19;25,08
3772,26;25,10
3770,33;25,12
3768,40;25,14
3766,47;25,17
3764,54;25,17
3762,61;25,19
3760,68;25,20
3758,75;25,21
3756,82;25,23
3754,89;25,25
3752,96;25,28
3751,03;25,32
3749,10;25,34
3747,17;25,36
3745,24;25,37
3743,31;25,36
3741,38;25,36
3739,45;25,35
3737,52;25,36
3735,59;25,35
3733,66;25,36
3731,73;25,35
3729,80;25,33
3727,87;25,31
3725,94;25,29
