Created as New Dataset;Amostra 396 por Laboratório data segunda-feira, setembro 23 2024
cm-1;%T
4000,00;14,84
3998,07;14,87
3996,14;14,91
3994,21;14,95
3992,28;14,99
3990,35;15,03
3988,42;15,08
3986,49;15,12
3984,56;15,17
3982,63;15,21
3980,70;15,26
3978,77;15,30
3976,84;15,34
3974,91;15,38
3972,98;15,41
3971,05;15,44
3969,12;15,47
3967,19;15,49
3965,26;15,52
3963,33;15,54
3961,40;15,57
3959,47;15,59
3957,54;15,61
3955,61;15,63
3953,68;15,65
3951,75;15,67
3949,82;15,69
3947,89;15,71
3945,96;15,73
3944,03;15,75
3942,10;15,76
3940,17;15,77
3938,24;15,78
3936,31;15,79
3934,38;15,81
3932,45;15,83
3930,52;15,84
3928,59;15,85
3926,66;15,87
3924,73;15,88
3922,80;15,89
3920,87;15,91
3918,94;15,92
3917,01;15,93
3915,08;15,94
3913,15;15,95
3911,22;15,96
3909,29;15,97
3907,36;15,99
3905,43;16,01
3903,50;16,05
3901,57;16,08
3899,64;16,10
3897,71;16,10
3895,78;16,11
3893,85;16,11
3891,92;16,12
3889,99;16,14
3888,06;16,16
3886,13;16,18
3884,20;16,20
3882,27;16,22
3880,34;16,23
3878,41;16,24
3876,48;16,25
3874,55;16,27
3872,62;16,28
3870,69;16,31
3868,76;16,34
3866,83;16,36
3864,90;16,38
3862,97;16,38
3861,04;16,39
3859,11;16,40
3857,18;16,39
3855,25;16,41
3853,32;16,45
3851,39;16,50
3849,46;16,50
3847,53;16,49
3845,60;16,48
3843,67;16,49
3841,74;16,50
3839,81;16,53
3837,88;16,55
3835,95;16,57
3834,02;16,58
3832,09;16,58
3830,16;16,58
3828,23;16,58
3826,30;16,59
3824,37;16,59
3822,44;16,62
3820,51;16,63
3818,58;16,65
3816,65;16,69
3814,72;16,69
3812,79;16,70
3810,86;16,70
3808,93;16,71
3807,00;16,74
3805,07;16,76
3803,14;16,79
3801,21;16,82
3799,28;16,83
3797,35;16,85
3795,42;16,85
3793,49;16,84
3791,56;16,84
3789,63;16,85
3787,70;16,85
3785,77;16,87
3783,84;16,88
3781,91;16,90
3779,98;16,92
3778,05;16,93
3776,12;16,95
3774,19;16,96
3772,26;16,97
3770,33;16,98
3768,40;17,00
3766,47;17,02
3764,54;17,02
3762,61;17,03
3760,68;17,04
3758,75;17,04
3756,82;17,05
3754,89;17,06
3752,96;17,08
3751,03;17,11
3749,10;17,13
3747,17;17,14
3745,24;17,15
3743,31;17,14
3741,38;17,13
3739,45;17,12
3737,52;17,12
3735,59;17,11
3733,66;17,10
3731,73;17,09
3729,80;17,06
3727,87;17,04
3725,94;17,01
3724,01;16,99
3722,08;16,97
3720,15;16,95
3718,22;16,92
3716,29;16,89
3714,36;16,86
3712,43;16,83
3710,50;16,79
3708,57;16,74
3706,64;16,68
3704,71;16,61
3702,78;16,53
3700,85;16,45
3698,92;16,36
3696,99;16,27
3695,06;16,17
3693,13;16,08
3691,20;15,97
3689,27;15,86
3687,34;15,75
3685,41;15,62
3683,48;15,48
3681,55;15,33
3679,62;15,18
3677,69;15,04
3675,76;14,88
3673,83;14,70
3671,90;14,52
3669,97;14,31
3668,04;14,07
3666,11;13,84
3664,18;13,61
3662,25;13,37
3660,32;13,13
3658,39;12,90
3656,46;12,66
3654,53;12,42
3652,60;12,20
3650,67;11,97
3648,74;11,71
3646,81;11,46
3644,88;11,22
3642,95;10,99
3641,02;10,77
3639,09;10,56
3637,16;10,37
3635,23;10,18
3633,30;10,01
3631,37;9,85
3629,44;9,67
3627,51;9,47
3625,58;9,30
3623,65;9,13
3621,72;8,96
3619,79;8,79
3617,86;8,63
3615,93;8,48
3614,00;8,33
3612,07;8,17
3610,14;8,03
3608,21;7,88
3606,28;7,73
3604,35;7,60
3602,42;7,48
3600,49;7,36
3598,56;7,25
3596,63;7,14
3594,70;7,03
3592,77;6,92
3590,84;6,81
3588,91;6,69
3586,98;6,56
3585,05;6,43
3583,12;6,32
3581,19;6,20
3579,26;6,08
3577,33;5,97
3575,40;5,85
3573,47;5,73
3571,54;5,63
3569,61;5,52
3567,68;5,42
3565,75;5,31
3563,82;5,20
3561,89;5,09
3559,96;4,99
3558,03;4,89
3556,10;4,79
3554,17;4,69
3552,24;4,60
3550,31;4,51
3548,38;4,42
3546,45;4,32
3544,52;4,23
3542,59;4,15
3540,66;4,07
3538,73;3,99
3536,80;3,91
3534,87;3,84
3532,94;3,77
3531,01;3,70
3529,08;3,63
3527,15;3,56
3525,22;3,48
3523,29;3,42
3521,36;3,35
3519,43;3,29
3517,50;3,23
3515,57;3,16
3513,64;3,10
3511,71;3,05
3509,78;2,99
3507,85;2,94
3505,92;2,88
3503,99;2,83
3502,06;2,78
3500,13;2,73
3498,20;2,68
3496,27;2,63
3494,34;2,59
3492,41;2,55
3490,48;2,50
3488,55;2,46
3486,62;2,42
3484,69;2,39
3482,76;2,35
3480,83;2,32
3478,90;2,29
3476,97;2,25
3475,04;2,23
3473,11;2,20
3471,18;2,16
3469,25;2,13
3467,32;2,11
3465,39;2,09
3463,46;2,07
3461,53;2,05
3459,60;2,02
3457,67;2,01
3455,74;1,99
3453,81;1,97
3451,88;1,94
3449,95;1,93
3448,02;1,91
3446,09;1,90
3444,16;1,88
3442,23;1,86
3440,30;1,84
3438,37;1,83
3436,44;1,81
3434,51;1,80
3432,58;1,79
3430,65;1,78
3428,72;1,78
3426,79;1,78
3424,86;1,77
3422,93;1,77
