Created as New Dataset;Amostra 398 por Laboratório data terça-feira, setembro 24 2024
cm-1;%T
4000,00;4,06
3998,07;4,07
3996,14;4,08
3994,21;4,09
3992,28;4,10
3990,35;4,11
3988,42;4,12
3986,49;4,13
3984,56;4,15
3982,63;4,16
3980,70;4,17
3978,77;4,18
3976,84;4,19
3974,91;4,20
3972,98;4,21
3971,05;4,22
3969,12;4,22
3967,19;4,23
3965,26;4,23
3963,33;4,24
3961,40;4,25
3959,47;4,25
3957,54;4,26
3955,61;4,26
3953,68;4,26
3951,75;4,27
3949,82;4,27
3947,89;4,28
3945,96;4,28
3944,03;4,28
3942,10;4,29
3940,17;4,29
3938,24;4,29
3936,31;4,29
3934,38;4,29
3932,45;4,30
3930,52;4,30
3928,59;4,30
3926,66;4,30
3924,73;4,31
3922,80;4,31
3920,87;4,31
3918,94;4,31
3917,01;4,31
3915,08;4,32
3913,15;4,32
3911,22;4,32
3909,29;4,32
3907,36;4,32
3905,43;4,32
3903,50;4,33
3901,57;4,33
3899,64;4,34
3897,71;4,34
3895,78;4,34
3893,85;4,34
3891,92;4,34
3889,99;4,34
3888,06;4,34
3886,13;4,34
3884,20;4,34
3882,27;4,34
3880,34;4,35
3878,41;4,35
3876,48;4,35
3874,55;4,35
3872,62;4,35
3870,69;4,35
3868,76;4,35
3866,83;4,35
3864,90;4,35
3862,97;4,35
3861,04;4,36
3859,11;4,35
3857,18;4,35
3855,25;4,34
3853,32;4,35
3851,39;4,35
3849,46;4,35
3847,53;4,34
3845,60;4,34
3843,67;4,34
3841,74;4,33
3839,81;4,33
3837,88;4,33
3835,95;4,33
3834,02;4,32
3832,09;4,32
3830,16;4,32
3828,23;4,31
3826,30;4,31
3824,37;4,30
3822,44;4,30
3820,51;4,29
3818,58;4,29
3816,65;4,29
3814,72;4,29
3812,79;4,28
3810,86;4,27
3808,93;4,27
3807,00;4,26
3805,07;4,26
3803,14;4,26
3801,21;4,26
3799,28;4,25
3797,35;4,25
3795,42;4,24
3793,49;4,23
3791,56;4,22
3789,63;4,21
3787,70;4,20
3785,77;4,19
3783,84;4,19
3781,91;4,18
3779,98;4,17
3778,05;4,16
3776,12;4,16
3774,19;4,14
3772,26;4,13
3770,33;4,12
3768,40;4,11
3766,47;4,10
3764,54;4,09
3762,61;4,08
3760,68;4,07
3758,75;4,05
3756,82;4,04
3754,89;4,02
3752,96;4,01
3751,03;4,00
3749,10;3,98
3747,17;3,97
3745,24;3,95
3743,31;3,92
3741,38;3,90
3739,45;3,88
3737,52;3,85
3735,59;3,83
3733,66;3,81
3731,73;3,78
3729,80;3,75
3727,87;3,72
3725,94;3,69
3724,01;3,65
3722,08;3,62
3720,15;3,58
3718,22;3,54
3716,29;3,50
3714,36;3,46
3712,43;3,41
3710,50;3,36
3708,57;3,31
3706,64;3,25
3704,71;3,19
3702,78;3,13
3700,85;3,06
3698,92;2,98
3696,99;2,91
3695,06;2,83
3693,13;2,76
3691,20;2,68
3689,27;2,59
3687,34;2,49
3685,41;2,41
3683,48;2,32
3681,55;2,23
3679,62;2,14
3677,69;2,05
3675,76;1,95
3673,83;1,85
3671,90;1,75
3669,97;1,65
3668,04;1,56
3666,11;1,47
3664,18;1,38
3662,25;1,30
3660,32;1,22
3658,39;1,15
3656,46;1,08
3654,53;1,01
3652,60;0,95
3650,67;0,89
3648,74;0,83
3646,81;0,78
3644,88;0,73
3642,95;0,68
3641,02;0,64
3639,09;0,60
3637,16;0,57
3635,23;0,54
3633,30;0,51
3631,37;0,48
3629,44;0,46
3627,51;0,43
3625,58;0,40
3623,65;0,38
3621,72;0,36
3619,79;0,34
3617,86;0,32
3615,93;0,30
3614,00;0,29
3612,07;0,27
3610,14;0,26
3608,21;0,24
3606,28;0,23
3604,35;0,22
3602,42;0,21
3600,49;0,19
3598,56;0,19
3596,63;0,18
3594,70;0,17
