Created as New Dataset;Amostra 395 por Laboratório data segunda-feira, setembro 23 2024
cm-1;%T
4000,00;14,80
3998,07;14,83
3996,14;14,86
3994,21;14,90
3992,28;14,94
3990,35;14,98
3988,42;15,03
3986,49;15,07
3984,56;15,12
3982,63;15,17
3980,70;15,21
3978,77;15,25
3976,84;15,29
3974,91;15,33
3972,98;15,36
3971,05;15,39
3969,12;15,42
3967,19;15,44
3965,26;15,47
3963,33;15,49
3961,40;15,52
3959,47;15,54
3957,54;15,56
3955,61;15,58
3953,68;15,60
3951,75;15,62
3949,82;15,64
3947,89;15,66
3945,96;15,68
3944,03;15,70
3942,10;15,71
3940,17;15,72
3938,24;15,73
3936,31;15,74
3934,38;15,76
3932,45;15,78
3930,52;15,79
3928,59;15,80
3926,66;15,82
3924,73;15,83
3922,80;15,84
3920,87;15,86
3918,94;15,87
3917,01;15,88
3915,08;15,89
3913,15;15,90
3911,22;15,91
3909,29;15,92
3907,36;15,93
3905,43;15,96
3903,50;15,99
3901,57;16,03
3899,64;16,05
3897,71;16,05
3895,78;16,06
3893,85;16,06
3891,92;16,07
3889,99;16,08
3888,06;16,11
3886,13;16,13
3884,20;16,14
3882,27;16,17
3880,34;16,18
3878,41;16,18
3876,48;16,20
3874,55;16,22
3872,62;16,23
3870,69;16,26
3868,76;16,28
3866,83;16,30
3864,90;16,33
3862,97;16,33
3861,04;16,34
3859,11;16,35
3857,18;16,34
3855,25;16,35
3853,32;16,39
3851,39;16,44
3849,46;16,45
3847,53;16,44
3845,60;16,43
3843,67;16,43
3841,74;16,44
3839,81;16,47
3837,88;16,49
3835,95;16,51
3834,02;16,52
3832,09;16,52
3830,16;16,52
3828,23;16,52
3826,30;16,53
3824,37;16,53
3822,44;16,56
3820,51;16,58
3818,58;16,60
3816,65;16,63
3814,72;16,63
3812,79;16,64
3810,86;16,64
3808,93;16,65
3807,00;16,67
3805,07;16,70
3803,14;16,73
3801,21;16,76
3799,28;16,77
3797,35;16,79
3795,42;16,79
3793,49;16,78
3791,56;16,78
3789,63;16,78
3787,70;16,79
3785,77;16,80
3783,84;16,82
3781,91;16,83
3779,98;16,85
3778,05;16,86
3776,12;16,88
3774,19;16,89
3772,26;16,90
3770,33;16,92
3768,40;16,93
3766,47;16,95
3764,54;16,96
3762,61;16,96
3760,68;16,97
3758,75;16,98
3756,82;16,98
3754,89;17,00
3752,96;17,02
3751,03;17,04
3749,10;17,06
3747,17;17,07
3745,24;17,08
3743,31;17,07
3741,38;17,06
3739,45;17,05
3737,52;17,04
3735,59;17,03
3733,66;17,02
3731,73;17,01
3729,80;16,98
3727,87;16,96
3725,94;16,94
3724,01;16,91
3722,08;16,89
3720,15;16,87
3718,22;16,84
3716,29;16,81
3714,36;16,78
3712,43;16,75
3710,50;16,71
3708,57;16,66
3706,64;16,60
3704,71;16,53
3702,78;16,45
3700,85;16,36
3698,92;16,28
3696,99;16,19
3695,06;16,09
3693,13;16,00
3691,20;15,90
