Created as New Dataset;Amostra 411 por Laboratório data segunda-feira, setembro 23 2024
cm-1;%T
4000,00;8,65
3998,07;8,67
3996,14;8,69
3994,21;8,71
3992,28;8,74
3990,35;8,77
3988,42;8,80
3986,49;8,83
3984,56;8,86
3982,63;8,89
3980,70;8,92
3978,77;8,95
3976,84;8,98
3974,91;9,00
3972,98;9,02
3971,05;9,04
3969,12;9,06
3967,19;9,08
3965,26;9,09
3963,33;9,11
3961,40;9,12
3959,47;9,13
3957,54;9,15
3955,61;9,16
3953,68;9,17
3951,75;9,18
3949,82;9,20
3947,89;9,21
3945,96;9,22
3944,03;9,23
3942,10;9,24
3940,17;9,25
3938,24;9,25
3936,31;9,26
3934,38;9,27
3932,45;9,28
3930,52;9,29
3928,59;9,29
3926,66;9,30
3924,73;9,31
3922,80;9,32
3920,87;9,32
3918,94;9,33
3917,01;9,34
3915,08;9,35
3913,15;9,36
3911,22;9,36
3909,29;9,37
3907,36;9,38
3905,43;9,38
3903,50;9,39
3901,57;9,41
3899,64;9,42
3897,71;9,43
3895,78;9,43
3893,85;9,44
3891,92;9,45
3889,99;9,46
3888,06;9,47
3886,13;9,47
3884,20;9,48
3882,27;9,49
3880,34;9,50
3878,41;9,51
3876,48;9,52
3874,55;9,53
3872,62;9,53
3870,69;9,55
3868,76;9,56
3866,83;9,56
3864,90;9,58
3862,97;9,59
3861,04;9,59
3859,11;9,60
3857,18;9,60
3855,25;9,60
3853,32;9,61
3851,39;9,62
3849,46;9,63
3847,53;9,63
3845,60;9,64
3843,67;9,64
3841,74;9,64
3839,81;9,65
3837,88;9,65
3835,95;9,66
3834,02;9,66
3832,09;9,67
3830,16;9,67
3828,23;9,67
3826,30;9,68
3824,37;9,68
3822,44;9,68
3820,51;9,69
3818,58;9,69
3816,65;9,70
3814,72;9,71
3812,79;9,72
3810,86;9,72
3808,93;9,73
3807,00;9,74
3805,07;9,74
3803,14;9,75
3801,21;9,76
3799,28;9,77
3797,35;9,78
3795,42;9,78
3793,49;9,78
3791,56;9,78
3789,63;9,79
3787,70;9,79
3785,77;9,79
3783,84;9,79
3781,91;9,79
3779,98;9,80
3778,05;9,80
3776,12;9,81
3774,19;9,81
3772,26;9,81
3770,33;9,81
3768,40;9,81
3766,47;9,81
3764,54;9,81
3762,61;9,80
3760,68;9,80
3758,75;9,80
3756,82;9,79
3754,89;9,79
3752,96;9,78
3751,03;9,78
3749,10;9,77
3747,17;9,76
3745,24;9,76
3743,31;9,75
3741,38;9,74
3739,45;9,73
3737,52;9,72
3735,59;9,70
3733,66;9,69
3731,73;9,67
3729,80;9,66
3727,87;9,64
3725,94;9,62
3724,01;9,60
3722,08;9,58
3720,15;9,55
3718,22;9,53
3716,29;9,50
3714,36;9,46
3712,43;9,43
3710,50;9,38
3708,57;9,33
3706,64;9,29
3704,71;9,24
3702,78;9,18
3700,85;9,11
3698,92;9,05
3696,99;8,98
3695,06;8,90
3693,13;8,82
3691,20;8,73
3689,27;8,63
3687,34;8,53
3685,41;8,43
3683,48;8,34
3681,55;8,23
3679,62;8,12
3677,69;8,01
3675,76;7,87
3673,83;7,74
3671,90;7,61
3669,97;7,46
3668,04;7,31
3666,11;7,17
3664,18;7,03
3662,25;6,88
3660,32;6,73
3658,39;6,58
3656,46;6,42
3654,53;6,26
3652,60;6,12
3650,67;5,96
3648,74;5,80
3646,81;5,64
3644,88;5,50
3642,95;5,37
3641,02;5,24
3639,09;5,11
3637,16;5,00
3635,23;4,88
3633,30;4,77
3631,37;4,67
3629,44;4,57
3627,51;4,45
3625,58;4,34
3623,65;4,24
3621,72;4,15
3619,79;4,05
3617,86;3,96
3615,93;3,86
3614,00;3,78
3612,07;3,69
3610,14;3,60
3608,21;3,52
3606,28;3,44
3604,35;3,37
3602,42;3,30
3600,49;3,23
3598,56;3,17
3596,63;3,11
3594,70;3,05
3592,77;2,99
3590,84;2,93
3588,91;2,87
3586,98;2,80
3585,05;2,73
3583,12;2,67
3581,19;2,61
3579,26;2,55
3577,33;2,49
3575,40;2,43
3573,47;2,37
3571,54;2,32
3569,61;2,26
3567,68;2,21
3565,75;2,15
3563,82;2,10
3561,89;2,05
3559,96;2,00
3558,03;1,95
3556,10;1,91
3554,17;1,86
3552,24;1,82
3550,31;1,78
3548,38;1,73
3546,45;1,69
3544,52;1,65
3542,59;1,61
3540,66;1,58
3538,73;1,54
3536,80;1,51
3534,87;1,48
3532,94;1,45
3531,01;1,42
3529,08;1,40
3527,15;1,37
3525,22;1,34
3523,29;1,31
3521,36;1,29
3519,43;1,27
3517,50;1,24
3515,57;1,22
3513,64;1,19
3511,71;1,17
3509,78;1,15
3507,85;1,13
3505,92;1,11
3503,99;1,09
3502,06;1,07
3500,13;1,05
3498,20;1,03
3496,27;1,02
3494,34;1,00
3492,41;0,98
3490,48;0,97
3488,55;0,95
3486,62;0,94
3484,69;0,93
3482,76;0,91
3480,83;0,90
3478,90;0,89
3476,97;0,88
3475,04;0,87
3473,11;0,86
3471,18;0,84
3469,25;0,83
3467,32;0,82
3465,39;0,81
3463,46;0,81
3461,53;0,80
3459,60;0,79
3457,67;0,78
3455,74;0,78
3453,81;0,77
3451,88;0,76
3449,95;0,75
3448,02;0,75
3446,09;0,74
3444,16;0,74
3442,23;0,73
3440,30;0,72
3438,37;0,71
3436,44;0,71
3434,51;0,70
3432,58;0,70
3430,65;0,70
3428,72;0,69
3426,79;0,69
3424,86;0,69
3422,93;0,69
3421,00;0,69
3419,07;0,69
3417,14;0,69
3415,21;0,68
3413,28;0,68
3411,35;0,68
3409,42;0,68
3407,49;0,68
3405,56;0,69
3403,63;0,69
3401,70;0,68
3399,77;0,69
3397,84;0,70
3395,91;0,70
3393,98;0,70
3392,05;0,71
3390,12;0,72
3388,19;0,73
3386,26;0,73
3384,33;0,74
3382,40;0,75
3380,47;0,75
3378,54;0,76
3376,61;0,77
3374,68;0,78
3372,75;0,79
3370,82;0,79
3368,89;0,80
3366,96;0,81
3365,03;0,83
3363,10;0,84
3361,17;0,85
3359,24;0,86
3357,31;0,87
3355,38;0,89
3353,45;0,90
3351,52;0,91
3349,59;0,92
3347,66;0,94
3345,73;0,95
3343,80;0,97
3341,87;0,98
3339,94;1,00
3338,01;1,01
3336,08;1,03
3334,15;1,05
3332,22;1,06
3330,29;1,08
3328,36;1,10
3326,43;1,11
3324,50;1,13
3322,57;1,15
3320,64;1,16
3318,71;1,18
3316,78;1,20
3314,85;1,21
3312,92;1,23
3310,99;1,24
3309,06;1,26
3307,13;1,27
3305,20;1,29
3303,27;1,31
3301,34;1,33
3299,41;1,34
3297,48;1,36
3295,55;1,38
3293,62;1,39
3291,69;1,41
3289,76;1,43
