Created as New Dataset;Amostra 411 por Laboratório data terça-feira, setembro 24 2024
cm-1;%T
4000,00;10,14
3998,07;10,15
3996,14;10,17
3994,21;10,19
3992,28;10,21
3990,35;10,23
3988,42;10,26
3986,49;10,28
3984,56;10,31
3982,63;10,33
3980,70;10,35
3978,77;10,37
3976,84;10,39
3974,91;10,41
3972,98;10,42
3971,05;10,43
3969,12;10,45
3967,19;10,46
3965,26;10,46
3963,33;10,47
3961,40;10,48
3959,47;10,48
3957,54;10,49
3955,61;10,50
3953,68;10,50
3951,75;10,50
3949,82;10,50
3947,89;10,51
3945,96;10,51
3944,03;10,51
3942,10;10,51
3940,17;10,51
3938,24;10,52
3936,31;10,52
3934,38;10,51
3932,45;10,51
3930,52;10,51
3928,59;10,51
3926,66;10,50
3924,73;10,50
3922,80;10,50
3920,87;10,50
3918,94;10,49
3917,01;10,49
3915,08;10,49
3913,15;10,49
3911,22;10,50
3909,29;10,49
3907,36;10,49
3905,43;10,48
3903,50;10,47
3901,57;10,45
3899,64;10,45
3897,71;10,46
3895,78;10,46
3893,85;10,46
3891,92;10,46
3889,99;10,46
3888,06;10,45
3886,13;10,45
3884,20;10,44
3882,27;10,43
3880,34;10,44
3878,41;10,44
3876,48;10,43
3874,55;10,43
3872,62;10,42
3870,69;10,41
3868,76;10,41
3866,83;10,40
3864,90;10,40
3862,97;10,40
3861,04;10,40
3859,11;10,39
3857,18;10,38
3855,25;10,36
3853,32;10,34
3851,39;10,32
3849,46;10,32
3847,53;10,33
3845,60;10,33
3843,67;10,33
3841,74;10,31
3839,81;10,29
3837,88;10,27
3835,95;10,26
3834,02;10,25
3832,09;10,25
3830,16;10,25
3828,23;10,23
3826,30;10,22
3824,37;10,20
3822,44;10,18
3820,51;10,17
3818,58;10,15
3816,65;10,14
3814,72;10,14
3812,79;10,14
3810,86;10,13
3808,93;10,12
3807,00;10,11
3805,07;10,09
3803,14;10,07
3801,21;10,06
3799,28;10,04
3797,35;10,03
3795,42;10,03
3793,49;10,02
3791,56;10,00
3789,63;9,99
3787,70;9,97
3785,77;9,95
3783,84;9,93
3781,91;9,90
3779,98;9,88
3778,05;9,87
3776,12;9,85
3774,19;9,83
3772,26;9,81
3770,33;9,78
3768,40;9,75
3766,47;9,72
3764,54;9,70
3762,61;9,67
3760,68;9,64
3758,75;9,61
3756,82;9,57
3754,89;9,54
3752,96;9,49
3751,03;9,45
3749,10;9,40
3747,17;9,36
3745,24;9,32
3743,31;9,28
3741,38;9,24
3739,45;9,20
3737,52;9,16
3735,59;9,10
3733,66;9,05
3731,73;9,00
3729,80;8,96
3727,87;8,91
3725,94;8,85
3724,01;8,79
3722,08;8,73
3720,15;8,66
3718,22;8,59
3716,29;8,52
3714,36;8,44
3712,43;8,34
3710,50;8,23
3708,57;8,13
3706,64;8,03
3704,71;7,92
3702,78;7,81
3700,85;7,68
3698,92;7,55
3696,99;7,41
3695,06;7,27
3693,13;7,12
3691,20;6,96
3689,27;6,79
3687,34;6,60
3685,41;6,44
3683,48;6,28
3681,55;6,12
3679,62;5,94
3677,69;5,76
3675,76;5,55
3673,83;5,34
3671,90;5,15
3669,97;4,96
3668,04;4,76
3666,11;4,58
3664,18;4,41
3662,25;4,23
3660,32;4,05
3658,39;3,89
3656,46;3,71
3654,53;3,55
3652,60;3,40
3650,67;3,24
3648,74;3,09
3646,81;2,94
3644,88;2,81
3642,95;2,70
3641,02;2,59
3639,09;2,49
3637,16;2,39
3635,23;2,30
3633,30;2,21
3631,37;2,13
3629,44;2,05
3627,51;1,95
3625,58;1,88
3623,65;1,81
3621,72;1,74
3619,79;1,68
3617,86;1,61
3615,93;1,55
3614,00;1,49
3612,07;1,44
3610,14;1,38
3608,21;1,33
3606,28;1,27
3604,35;1,23
3602,42;1,18
3600,49;1,14
3598,56;1,10
3596,63;1,06
3594,70;1,02
3592,77;0,98
3590,84;0,95
3588,91;0,92
3586,98;0,87
3585,05;0,83
3583,12;0,80
3581,19;0,77
3579,26;0,74
3577,33;0,71
3575,40;0,69
3573,47;0,66
3571,54;0,63
3569,61;0,60
3567,68;0,58
