Created as New Dataset;Amostra 400 por Laboratório data segunda-feira, setembro 23 2024
cm-1;%T
4000,00;14,48
3998,07;14,51
3996,14;14,54
3994,21;14,57
3992,28;14,61
3990,35;14,66
3988,42;14,70
3986,49;14,75
3984,56;14,80
3982,63;14,84
3980,70;14,89
3978,77;14,93
3976,84;14,97
3974,91;15,00
3972,98;15,03
3971,05;15,06
3969,12;15,09
3967,19;15,11
3965,26;15,13
3963,33;15,15
3961,40;15,17
3959,47;15,19
3957,54;15,20
3955,61;15,22
3953,68;15,23
3951,75;15,24
3949,82;15,26
3947,89;15,27
3945,96;15,29
3944,03;15,30
3942,10;15,31
3940,17;15,31
3938,24;15,32
3936,31;15,32
3934,38;15,33
3932,45;15,34
3930,52;15,35
3928,59;15,35
3926,66;15,36
3924,73;15,36
3922,80;15,37
3920,87;15,38
3918,94;15,39
3917,01;15,39
3915,08;15,40
3913,15;15,40
3911,22;15,40
3909,29;15,40
3907,36;15,41
3905,43;15,43
3903,50;15,46
3901,57;15,48
3899,64;15,49
3897,71;15,49
3895,78;15,49
3893,85;15,49
3891,92;15,49
3889,99;15,50
3888,06;15,52
3886,13;15,52
3884,20;15,53
3882,27;15,54
3880,34;15,55
3878,41;15,55
3876,48;15,56
3874,55;15,56
3872,62;15,57
3870,69;15,59
3868,76;15,61
3866,83;15,62
3864,90;15,62
3862,97;15,62
3861,04;15,62
3859,11;15,62
3857,18;15,62
3855,25;15,62
3853,32;15,65
3851,39;15,67
3849,46;15,66
3847,53;15,65
3845,60;15,63
3843,67;15,62
3841,74;15,62
3839,81;15,63
3837,88;15,64
3835,95;15,64
3834,02;15,64
3832,09;15,63
3830,16;15,62
3828,23;15,61
3826,30;15,59
3824,37;15,59
3822,44;15,59
3820,51;15,61
3818,58;15,62
3816,65;15,63
3814,72;15,62
3812,79;15,61
3810,86;15,60
3808,93;15,60
3807,00;15,61
3805,07;15,62
3803,14;15,63
3801,21;15,64
3799,28;15,64
3797,35;15,63
3795,42;15,62
3793,49;15,60
3791,56;15,58
3789,63;15,57
3787,70;15,55
3785,77;15,55
3783,84;15,54
3781,91;15,54
3779,98;15,54
3778,05;15,54
3776,12;15,53
3774,19;15,52
3772,26;15,51
3770,33;15,50
3768,40;15,50
3766,47;15,49
3764,54;15,47
3762,61;15,46
3760,68;15,44
3758,75;15,42
3756,82;15,41
3754,89;15,40
3752,96;15,40
3751,03;15,39
3749,10;15,38
3747,17;15,37
3745,24;15,34
3743,31;15,30
3741,38;15,25
3739,45;15,22
3737,52;15,18
3735,59;15,13
3733,66;15,09
3731,73;15,05
3729,80;14,99
3727,87;14,93
3725,94;14,86
3724,01;14,80
3722,08;14,74
3720,15;14,68
3718,22;14,60
3716,29;14,53
3714,36;14,46
3712,43;14,38
3710,50;14,28
3708,57;14,18
3706,64;14,06
3704,71;13,93
3702,78;13,79
3700,85;13,65
3698,92;13,50
3696,99;13,34
3695,06;13,18
3693,13;13,02
3691,20;12,85
3689,27;12,65
3687,34;12,45
3685,41;12,25
3683,48;12,03
3681,55;11,81
3679,62;11,58
3677,69;11,36
3675,76;11,10
3673,83;10,84
3671,90;10,59
3669,97;10,30
3668,04;10,00
3666,11;9,71
3664,18;9,43
3662,25;9,14
3660,32;8,86
3658,39;8,59
3656,46;8,31
3654,53;8,04
3652,60;7,79
3650,67;7,53
3648,74;7,26
3646,81;6,99
3644,88;6,75
3642,95;6,52
3641,02;6,31
3639,09;6,10
3637,16;5,91
3635,23;5,73
3633,30;5,57
3631,37;5,41
3629,44;5,24
3627,51;5,06
3625,58;4,90
3623,65;4,75
3621,72;4,61
3619,79;4,46
3617,86;4,32
3615,93;4,19
3614,00;4,06
3612,07;3,93
3610,14;3,81
3608,21;3,69
3606,28;3,57
3604,35;3,46
3602,42;3,36
3600,49;3,26
3598,56;3,17
3596,63;3,08
3594,70;2,99
3592,77;2,90
3590,84;2,82
3588,91;2,73
3586,98;2,64
3585,05;2,54
3583,12;2,46
3581,19;2,39
3579,26;2,31
3577,33;2,24
3575,40;2,16
3573,47;2,09
3571,54;2,02
3569,61;1,95
3567,68;1,89
3565,75;1,82
3563,82;1,76
3561,89;1,69
3559,96;1,63
3558,03;1,58
3556,10;1,53
3554,17;1,48
3552,24;1,42
3550,31;1,37
3548,38;1,32
3546,45;1,27
3544,52;1,23
